model_name,model_type,child_name,speaker,N,S,emp_bias,empirical,naive_predicted,accuracy
t5-base-strict-2023,seq2seq,Anne,child,356,1275,0.7623406845916473,0.34155056587494,0.25415539791494596,0.7333333333333333
t5-base-strict-2023,seq2seq,Anne,mother,698,6140,0.722365909095474,0.4671543115616793,0.4980907671641593,0.6614006514657981
t5-base-strict-2023,seq2seq,Aran,child,411,2004,0.7395933857998447,0.36735733440365453,0.3344352107645252,0.6691616766467066
t5-base-strict-2023,seq2seq,Aran,mother,1038,8432,0.7265504083620765,0.4225963739692992,0.45255708542657014,0.6838235294117647
t5-base-strict-2023,seq2seq,Becky,child,390,1564,0.812766881647343,0.32111570963137936,0.24487767506801533,0.8139386189258312
t5-base-strict-2023,seq2seq,Becky,mother,605,3754,0.7874852964582345,0.3819011386093476,0.35150473082146044,0.6862013851891315
t5-base-strict-2023,seq2seq,Carl,child,412,4041,0.7131284374596765,0.4447503171485697,0.5661758841389517,0.6909180895817867
t5-base-strict-2023,seq2seq,Carl,mother,512,3838,0.7472745096917373,0.42027773803061064,0.44356763621215434,0.7225117248566962
t5-base-strict-2023,seq2seq,Dominic,child,153,411,0.8614171916330687,0.16905555064236746,0.1651040113863808,0.8369829683698297
t5-base-strict-2023,seq2seq,Dominic,mother,540,4238,0.7659998609999932,0.361215557817481,0.44076541681343073,0.6429919773478056
t5-base-strict-2023,seq2seq,Gail,child,354,1013,0.8128480803454406,0.22999315482597762,0.18566438620620077,0.7640671273445212
t5-base-strict-2023,seq2seq,Gail,mother,865,3795,0.7773226462740177,0.32174424959256065,0.26278480962463646,0.6938076416337285
t5-base-strict-2023,seq2seq,Joel,child,390,1221,0.79428849764193,0.267364860640127,0.2085722564735271,0.7772317772317773
t5-base-strict-2023,seq2seq,Joel,mother,800,3583,0.7881832812255107,0.2912325776926391,0.26303461823076674,0.7281607591403851
t5-base-strict-2023,seq2seq,John,child,354,1912,0.7535772587478268,0.38921855864946336,0.35942862349348803,0.6861924686192469
t5-base-strict-2023,seq2seq,John,mother,732,3849,0.7427886988831097,0.3679519845432578,0.3309703937409837,0.6739412834502468
t5-base-strict-2023,seq2seq,Liz,child,331,1459,0.7905382869584484,0.37976997352514585,0.28606541338687247,0.8108293351610693
t5-base-strict-2023,seq2seq,Liz,mother,611,3177,0.7849281422517664,0.3502401169197649,0.3080319256094551,0.7248977022348128
t5-base-strict-2023,seq2seq,Nicole,child,261,770,0.8395669900801654,0.22711475082082813,0.1819612691637063,0.8012987012987013
t5-base-strict-2023,seq2seq,Nicole,mother,804,4353,0.7935999389422937,0.34881710893057716,0.30248331173331144,0.6999770273374684
t5-base-strict-2023,seq2seq,Ruth,child,223,806,0.79922078097929,0.26284395387253495,0.250016933941232,0.6861042183622829
t5-base-strict-2023,seq2seq,Ruth,mother,692,4656,0.7726319257188253,0.39241075188262414,0.38013530235879844,0.7111254295532646
t5-base-strict-2023,seq2seq,Warren,child,433,2683,0.747065373103549,0.3814358611326608,0.39397159562471634,0.7036898993663809
t5-base-strict-2023,seq2seq,Warren,mother,838,6159,0.742199873013368,0.3819649316353992,0.42019463108306415,0.6460464361097581
