model_name,model_type,child_name,speaker,tpr_overall,tpr_the,tpr_a,n_total,n_previous_a,n_previous_the
ELC_BERT_small_baby_10M,mlm,Warren,mother,0.49524166638276934,0.05081335385998763,0.9491866451265957,944,477,467
ELC_BERT_small_baby_10M,mlm,Warren,child,0.6076742784729623,0.050813355589311916,0.9491866413352009,826,314,512
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Gail,mother,0.30943645945136544,0.0497067608274628,0.8076934323217093,286,188,98
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Gail,child,0.40900884040904784,0.013267952393565638,0.9664503063233293,224,131,93
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Dominic,child,0.3267412921528457,0.006491630450007986,0.990115591394438,172,116,56
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Dominic,mother,0.2215093834437113,0.04617570225569945,0.8501447769714611,188,147,41
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Becky,mother,0.3081187338761847,0.03678773347436563,0.8319181517641886,548,361,187
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Becky,child,0.4210551947324953,0.009412148006526332,0.9787651290063889,438,252,186
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Liz,mother,0.3091440675706111,0.04437484966726235,0.836749881348817,410,273,137
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Liz,child,0.41623736144371687,0.0060908103719981175,0.9867617305627103,373,217,156
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Carl,mother,0.47460075460138174,0.03756634334875799,0.8220431115472177,1077,477,600
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Carl,child,0.542686422498113,0.008179755389875509,0.9848887254069361,910,412,498
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Joel,child,0.46597076249873665,0.008051901120534196,0.979661792890951,331,175,156
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Joel,mother,0.32970836509942447,0.031097732264275667,0.8127549770386356,445,275,170
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Ruth,mother,0.3822444544594648,0.030740413079320208,0.8280544581611116,372,208,164
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Ruth,child,0.5198503009043052,0.004133190895405848,0.9896473942685764,279,133,146
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Aran,mother,0.3851928331259532,0.14268777788128825,0.5969637407441242,1079,503,576
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Aran,child,0.5982349370072995,0.0424232015041612,0.916464401256155,802,292,510
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Anne,mother,0.3956849474654194,0.09179669364657901,0.6842435267592736,657,320,337
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Anne,child,0.5287766015295445,0.02666693627811243,0.9265050460477039,500,221,279
babylm-baseline-100m-gpt-bert-masked-focus,mlm,John,mother,0.480589239490976,0.06038096702569346,0.852601581064183,526,247,279
babylm-baseline-100m-gpt-bert-masked-focus,mlm,John,child,0.6145582969486848,0.005482686831766727,0.9921017402060895,473,181,292
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Nicole,mother,0.21952314168058717,0.03255610261011854,0.8379525786059835,280,215,65
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Nicole,child,0.40800691317031007,0.004561799036367568,0.9879592647378524,234,138,96
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Warren,mother,0.43359343812089446,0.07786183567362519,0.796942419635557,944,477,467
babylm-baseline-100m-gpt-bert-masked-focus,mlm,Warren,child,0.6124565117320981,0.008583646732262988,0.9828004172202782,826,314,512
babylm-baseline-100m-gpt-bert-mixed,mlm,Gail,mother,0.31241384343492323,0.02534481013214131,0.86311770324026,286,188,98
babylm-baseline-100m-gpt-bert-mixed,mlm,Gail,child,0.4065949375074916,0.014288688538522656,0.9591983634745338,224,131,93
babylm-baseline-100m-gpt-bert-mixed,mlm,Dominic,child,0.32573918355788717,0.010293630350923481,0.9791621152008833,172,116,56
babylm-baseline-100m-gpt-bert-mixed,mlm,Dominic,mother,0.22182196888840727,0.027848465362944195,0.9172879449431163,188,147,41
babylm-baseline-100m-gpt-bert-mixed,mlm,Becky,mother,0.31058024086853137,0.027198715625285343,0.8576429714183271,548,361,187
babylm-baseline-100m-gpt-bert-mixed,mlm,Becky,child,0.41665796785373177,0.014701995839559634,0.9612434783245457,438,252,186
babylm-baseline-100m-gpt-bert-mixed,mlm,Liz,mother,0.31980525005291627,0.030496016395781356,0.8963119711361122,410,273,137
babylm-baseline-100m-gpt-bert-mixed,mlm,Liz,child,0.4118938990521539,0.011888054197991955,0.9683122858044175,373,217,156
babylm-baseline-100m-gpt-bert-mixed,mlm,Carl,mother,0.5042148513758138,0.031442887261014366,0.8800685628470797,1077,477,600
babylm-baseline-100m-gpt-bert-mixed,mlm,Carl,child,0.5362673052740027,0.016673716927203375,0.9661318803721582,910,412,498
babylm-baseline-100m-gpt-bert-mixed,mlm,Joel,child,0.4589366001035524,0.012135099631986933,0.9601562320428086,331,175,156
babylm-baseline-100m-gpt-bert-mixed,mlm,Joel,mother,0.3433155325014795,0.02239928159060435,0.8624447619161304,445,275,170
babylm-baseline-100m-gpt-bert-mixed,mlm,Ruth,mother,0.4033055346783447,0.029446501951924723,0.8774682103313654,372,208,164
babylm-baseline-100m-gpt-bert-mixed,mlm,Ruth,child,0.5093191317710987,0.010642840127182437,0.9635927399124744,279,133,146
babylm-baseline-100m-gpt-bert-mixed,mlm,Aran,mother,0.4095521643998826,0.058697083100243914,0.7159412371320324,1079,503,576
babylm-baseline-100m-gpt-bert-mixed,mlm,Aran,child,0.6082028536272928,0.021048389000680786,0.9443775667076274,802,292,510
babylm-baseline-100m-gpt-bert-mixed,mlm,Anne,mother,0.4098461160701644,0.04216759214426361,0.7589770586704263,657,320,337
babylm-baseline-100m-gpt-bert-mixed,mlm,Anne,child,0.5296233638184492,0.015211998654896699,0.937096165614668,500,221,279
babylm-baseline-100m-gpt-bert-mixed,mlm,John,mother,0.5032051442640487,0.03246017196441846,0.9199578616762665,526,247,279
babylm-baseline-100m-gpt-bert-mixed,mlm,John,child,0.6099030485411041,0.01219058063697838,0.9804029002214013,473,181,292
babylm-baseline-100m-gpt-bert-mixed,mlm,Nicole,mother,0.2212492894136455,0.022152638465286454,0.8797997502428332,280,215,65
babylm-baseline-100m-gpt-bert-mixed,mlm,Nicole,child,0.40289489707196574,0.010309155946726567,0.9672368999394972,234,138,96
babylm-baseline-100m-gpt-bert-mixed,mlm,Warren,mother,0.45967358407792397,0.039116705246791325,0.8892359635264255,944,477,467
babylm-baseline-100m-gpt-bert-mixed,mlm,Warren,child,0.6046659467861186,0.015049005732926248,0.9662669614163968,826,314,512
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Gail,mother,0.34086013940361803,0.03695377128329537,0.9238641925324004,286,188,98
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Gail,child,0.41154587824495314,0.025746009062581447,0.9549844036523799,224,131,93
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Dominic,child,0.33189299947794665,0.02888246326238672,0.9595576816387492,172,116,56
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Dominic,mother,0.23608885066665683,0.04378161498259254,0.9255806468997655,188,147,41
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Becky,mother,0.3445885649056107,0.04195341003345471,0.9288200670919652,548,361,187
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Becky,child,0.4255658458402458,0.03356080727519673,0.956669446476764,438,252,186
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Liz,mother,0.3381457810309528,0.03924672030220411,0.9337621575196269,410,273,137
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Liz,child,0.4163848566994515,0.026019248036873152,0.9593934277236792,373,217,156
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Carl,mother,0.536751878711789,0.040292280589335476,0.9314372592191394,1077,477,600
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Carl,child,0.5383624327293624,0.02913572181710581,0.9596503943676149,910,412,498
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Joel,child,0.46691075005208355,0.02861533610778727,0.9585882977460056,331,175,156
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Joel,mother,0.3776134711629752,0.040001833985001255,0.9237499430685214,445,275,170
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Ruth,mother,0.434003648389066,0.04510752021502588,0.9272377621707752,372,208,164
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Ruth,child,0.5133249358983937,0.031215298445722187,0.9525070028929504,279,133,146
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Aran,mother,0.4968647538816289,0.06528907422775986,0.8737442102460319,1079,503,576
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Aran,child,0.5977589001912844,0.07146356647462546,0.8990887775349402,802,292,510
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Anne,mother,0.4858626375160448,0.05025771505484389,0.8994934244228232,657,320,337
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Anne,child,0.5379523948113096,0.04100772442569009,0.9315895709949008,500,221,279
babylm-baseline-10m-gpt-bert-masked-focus,mlm,John,mother,0.5187482774287039,0.051917819939140464,0.9320354566398942,526,247,279
babylm-baseline-10m-gpt-bert-masked-focus,mlm,John,child,0.6075162512100091,0.026946706270593725,0.9673898389977975,473,181,292
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Nicole,mother,0.24248735430921683,0.0351888031260258,0.9281671774536182,280,215,65
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Nicole,child,0.4049761759408353,0.020119228903442567,0.9582080373070873,234,138,96
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Warren,mother,0.4866912374382982,0.05506379232397344,0.9275612402638503,944,477,467
babylm-baseline-10m-gpt-bert-masked-focus,mlm,Warren,child,0.6045695821293451,0.02793669444596225,0.9582077202789197,826,314,512
babylm-baseline-10m-gpt-bert-mixed,mlm,Gail,mother,0.3204795698661203,0.013133513053274658,0.9100822094662733,286,188,98
babylm-baseline-10m-gpt-bert-mixed,mlm,Gail,child,0.411765513277469,0.006845034648780812,0.9821373702705675,224,131,93
babylm-baseline-10m-gpt-bert-mixed,mlm,Dominic,child,0.32565529518721453,0.009027991829887401,0.9815261378559637,172,116,56
babylm-baseline-10m-gpt-bert-mixed,mlm,Dominic,mother,0.22075747442180438,0.015213256409206826,0.9577086951011176,188,147,41
babylm-baseline-10m-gpt-bert-mixed,mlm,Becky,mother,0.32722928856905503,0.014704836859095897,0.9305518932069976,548,361,187
babylm-baseline-10m-gpt-bert-mixed,mlm,Becky,child,0.4167009399480991,0.006365456468522769,0.9726393369204284,438,252,186
babylm-baseline-10m-gpt-bert-mixed,mlm,Liz,mother,0.3265215973242527,0.015468788444201827,0.9463567566253759,410,273,137
babylm-baseline-10m-gpt-bert-mixed,mlm,Liz,child,0.4103759173500292,0.004170551675422058,0.9754179965256046,373,217,156
babylm-baseline-10m-gpt-bert-mixed,mlm,Carl,mother,0.5293898893283877,0.013346678879370062,0.9396442416353569,1077,477,600
babylm-baseline-10m-gpt-bert-mixed,mlm,Carl,child,0.5383240259054721,0.006732703645565815,0.9781144370923825,910,412,498
babylm-baseline-10m-gpt-bert-mixed,mlm,Joel,child,0.4653481590697115,0.005504788421948598,0.9811980940912404,331,175,156
babylm-baseline-10m-gpt-bert-mixed,mlm,Joel,mother,0.36861829067521057,0.014304652530239752,0.9417727053214869,445,275,170
babylm-baseline-10m-gpt-bert-mixed,mlm,Ruth,mother,0.4164541815776035,0.011305364370450939,0.9303014619378944,372,208,164
babylm-baseline-10m-gpt-bert-mixed,mlm,Ruth,child,0.5147842549082523,0.0057340112925690695,0.9785081069691146,279,133,146
babylm-baseline-10m-gpt-bert-mixed,mlm,Aran,mother,0.47725908296424374,0.023210107847182193,0.8737636567209832,1079,503,576
babylm-baseline-10m-gpt-bert-mixed,mlm,Aran,child,0.6056683131415622,0.018200261903763077,0.9420225699286943,802,292,510
babylm-baseline-10m-gpt-bert-mixed,mlm,Anne,mother,0.47124700617138937,0.018685703224624494,0.9009788071890892,657,320,337
babylm-baseline-10m-gpt-bert-mixed,mlm,Anne,child,0.5391219386867011,0.00962969804812915,0.9585405235652832,500,221,279
babylm-baseline-10m-gpt-bert-mixed,mlm,John,mother,0.5109793092008194,0.018611831094936946,0.9468745317533388,526,247,279
babylm-baseline-10m-gpt-bert-mixed,mlm,John,child,0.6094837147290798,0.006094719487327123,0.9835022357522211,473,181,292
babylm-baseline-10m-gpt-bert-mixed,mlm,Nicole,mother,0.23144369256889794,0.012056236262209767,0.9571098941987127,280,215,65
babylm-baseline-10m-gpt-bert-mixed,mlm,Nicole,child,0.40220224258779896,0.0031028567251918365,0.9759076097652967,234,138,96
babylm-baseline-10m-gpt-bert-mixed,mlm,Warren,mother,0.47841029872257435,0.02640778984509835,0.9400916621798678,944,477,467
babylm-baseline-10m-gpt-bert-mixed,mlm,Warren,child,0.6102649812819136,0.006471766052115052,0.9805600390595636,826,314,512
gpt-bert-babylm-base,mlm,Gail,mother,0.30211748267705457,0.05215595070017284,0.7816355236122972,286,188,98
gpt-bert-babylm-base,mlm,Gail,child,0.3904900268222118,0.05986908684690227,0.8562033938842067,224,131,93
gpt-bert-babylm-base,mlm,Dominic,child,0.31638451747716084,0.03409197827244047,0.9011333486869387,172,116,56
gpt-bert-babylm-base,mlm,Dominic,mother,0.23120734396936482,0.05141461456503737,0.8758300567117095,188,147,41
gpt-bert-babylm-base,mlm,Becky,mother,0.3014031947543308,0.041650520200935896,0.8028508712985852,548,361,187
gpt-bert-babylm-base,mlm,Becky,child,0.3754508662861368,0.040374938385030965,0.829424704087635,438,252,186
gpt-bert-babylm-base,mlm,Liz,mother,0.30240786594573466,0.0501788220423998,0.8050248658407012,410,273,137
gpt-bert-babylm-base,mlm,Liz,child,0.3868065615760561,0.03698988702177999,0.873410525539376,373,217,156
gpt-bert-babylm-base,mlm,Carl,mother,0.46961546880345245,0.042886165664907334,0.8088652647985959,1077,477,600
gpt-bert-babylm-base,mlm,Carl,child,0.484785547013489,0.04831156330262613,0.8458845054248856,910,412,498
gpt-bert-babylm-base,mlm,Joel,child,0.4043116937303516,0.028932983757955395,0.8254096055583602,331,175,156
gpt-bert-babylm-base,mlm,Joel,mother,0.32275618664570505,0.03639664545603682,0.7859848562172272,445,275,170
gpt-bert-babylm-base,mlm,Ruth,mother,0.3725312991371065,0.029640982123425166,0.8074165792520193,372,208,164
gpt-bert-babylm-base,mlm,Ruth,child,0.46128867664112133,0.02648331621463006,0.8573784912762128,279,133,146
gpt-bert-babylm-base,mlm,Aran,mother,0.43007764033324064,0.045359338886614274,0.7660382403812496,1079,503,576
gpt-bert-babylm-base,mlm,Aran,child,0.5477932248640913,0.06486033730790959,0.824295976170768,802,292,510
gpt-bert-babylm-base,mlm,Anne,mother,0.4347187114241189,0.04579901719662148,0.8040193112840569,657,320,337
gpt-bert-babylm-base,mlm,Anne,child,0.4864671472181616,0.03525523832101421,0.8438787309682318,500,221,279
gpt-bert-babylm-base,mlm,John,mother,0.4690882284714739,0.08299536211941318,0.8108980420519721,526,247,279
gpt-bert-babylm-base,mlm,John,child,0.5574008109208567,0.05076481641212315,0.8714457253252429,473,181,292
gpt-bert-babylm-base,mlm,Nicole,mother,0.22808588809161862,0.03940432108228729,0.8521864558917147,280,215,65
gpt-bert-babylm-base,mlm,Nicole,child,0.3512732801284702,0.023132667226220885,0.8229754111754536,234,138,96
gpt-bert-babylm-base,mlm,Warren,mother,0.43026580100904904,0.08642829223381074,0.7814659973383611,944,477,467
gpt-bert-babylm-base,mlm,Warren,child,0.5331905378331959,0.057509797098585475,0.8249166171118438,826,314,512
gpt-bert-babylm-small,mlm,Gail,mother,0.3006867010027554,0.060244158721605545,0.7619438229298591,286,188,98
gpt-bert-babylm-small,mlm,Gail,child,0.35776448189972837,0.04030440266338496,0.8049394322218896,224,131,93
gpt-bert-babylm-small,mlm,Dominic,child,0.3187896227919252,0.057854350296219,0.8592984015330308,172,116,56
gpt-bert-babylm-small,mlm,Dominic,mother,0.23733360321862149,0.08211585374266295,0.7938460220714483,188,147,41
gpt-bert-babylm-small,mlm,Becky,mother,0.2764874267848434,0.06424318119881776,0.6862209704027861,548,361,187
gpt-bert-babylm-small,mlm,Becky,child,0.3642005134510252,0.07201053057579715,0.7600708128303665,438,252,186
gpt-bert-babylm-small,mlm,Liz,mother,0.3049720171249491,0.06812474613219424,0.7769377469134314,410,273,137
gpt-bert-babylm-small,mlm,Liz,child,0.3668320602378225,0.04467962772007686,0.8149543541887891,373,217,156
gpt-bert-babylm-small,mlm,Carl,mother,0.4429604518325873,0.05648051261741513,0.7502120035086492,1077,477,600
gpt-bert-babylm-small,mlm,Carl,child,0.4764814443512083,0.06831935424261289,0.814157711669966,910,412,498
gpt-bert-babylm-small,mlm,Joel,child,0.37695662862823376,0.04621833689355626,0.7479771482023913,331,175,156
gpt-bert-babylm-small,mlm,Joel,mother,0.2970455066922056,0.05660966999008011,0.6859858307691733,445,275,170
gpt-bert-babylm-small,mlm,Ruth,mother,0.3511834931878912,0.04314010032876443,0.7418726743750763,372,208,164
gpt-bert-babylm-small,mlm,Ruth,child,0.43725734291460505,0.0561434547976431,0.7844364327745772,279,133,146
gpt-bert-babylm-small,mlm,Aran,mother,0.4455036981670551,0.04254469992000861,0.7973932400390419,1079,503,576
gpt-bert-babylm-small,mlm,Aran,child,0.5689227786425932,0.047039485636884974,0.8677265464027243,802,292,510
gpt-bert-babylm-small,mlm,Anne,mother,0.409088527787481,0.043783478910525316,0.7559657255341453,657,320,337
gpt-bert-babylm-small,mlm,Anne,child,0.4756326254981759,0.03417639578250389,0.825316592405572,500,221,279
gpt-bert-babylm-small,mlm,John,mother,0.45386187771200753,0.09574428357221051,0.7709050524522578,526,247,279
gpt-bert-babylm-small,mlm,John,child,0.5544267180370948,0.06954790665435776,0.8549851593394077,473,181,292
gpt-bert-babylm-small,mlm,Nicole,mother,0.2255271713305674,0.06643954560065651,0.7517400872064266,280,215,65
gpt-bert-babylm-small,mlm,Nicole,child,0.35095384115829076,0.04873838006252868,0.7853885664834488,234,138,96
gpt-bert-babylm-small,mlm,Warren,mother,0.4132440678469065,0.1149370669931226,0.7179387989116923,944,477,467
gpt-bert-babylm-small,mlm,Warren,child,0.5267163073724221,0.08434131651097243,0.7980165947366706,826,314,512
ltg-bert-babylm,mlm,Gail,mother,0.22214340574141916,0.10320877244138739,0.45030372268433727,286,188,98
ltg-bert-babylm,mlm,Gail,child,0.2913850774990475,0.11012448288543322,0.5467091408795149,224,131,93
ltg-bert-babylm,mlm,Dominic,child,0.2446200412397053,0.08111615558055754,0.5833066615336541,172,116,56
ltg-bert-babylm,mlm,Dominic,mother,0.19500611807224977,0.09927211299076565,0.5382475509253758,188,147,41
ltg-bert-babylm,mlm,Becky,mother,0.20537366413598107,0.07781931287234506,0.45161495186952433,548,361,187
ltg-bert-babylm,mlm,Becky,child,0.26637049999200063,0.07816079404750689,0.5213642951426051,438,252,186
ltg-bert-babylm,mlm,Liz,mother,0.21798259587100577,0.08076432405329463,0.49141754628148115,410,273,137
ltg-bert-babylm,mlm,Liz,child,0.26842148603560834,0.07505393987682862,0.5374007008846801,373,217,156
ltg-bert-babylm,mlm,Carl,mother,0.28899117267489105,0.10400956443865336,0.4360515512227001,1077,477,600
ltg-bert-babylm,mlm,Carl,child,0.3455201474618664,0.14331770033750243,0.5128040997013,910,412,498
ltg-bert-babylm,mlm,Joel,child,0.2507448347505577,0.07496366153660204,0.44793525342005924,331,175,156
ltg-bert-babylm,mlm,Joel,mother,0.17751641852996344,0.06647871757803268,0.3571362288933808,445,275,170
ltg-bert-babylm,mlm,Ruth,mother,0.22075648918364174,0.05004323266677125,0.4372708633025994,372,208,164
ltg-bert-babylm,mlm,Ruth,child,0.36482699765098586,0.07516918348359578,0.6286933626116905,279,133,146
ltg-bert-babylm,mlm,Aran,mother,0.2507510294712425,0.0919827043329098,0.38939767451391855,1079,503,576
ltg-bert-babylm,mlm,Aran,child,0.39219700331880186,0.1374871081575499,0.5380309040777932,802,292,510
ltg-bert-babylm,mlm,Anne,mother,0.23313985517165323,0.08562666779681119,0.3732117244890107,657,320,337
ltg-bert-babylm,mlm,Anne,child,0.3181131507999973,0.08420817085340673,0.5033927227290171,500,221,279
ltg-bert-babylm,mlm,John,mother,0.3334273424147838,0.1843337886073912,0.46542056030161527,526,247,279
ltg-bert-babylm,mlm,John,child,0.4009653047412526,0.13230717617180177,0.5674965419709463,473,181,292
ltg-bert-babylm,mlm,Nicole,mother,0.1597589745514802,0.07687250653304031,0.4339219072278583,280,215,65
ltg-bert-babylm,mlm,Nicole,child,0.2535120829402511,0.06691877306324552,0.5217399658884467,234,138,96
ltg-bert-babylm,mlm,Warren,mother,0.29290242823655577,0.17389143235751753,0.4144618394449096,944,477,467
ltg-bert-babylm,mlm,Warren,child,0.37422330252153674,0.14488886823365799,0.5148698110496499,826,314,512
ltg-bert-bnc,mlm,Gail,mother,0.17118108824185413,0.16992215770842004,0.17359617946925826,286,188,98
ltg-bert-bnc,mlm,Gail,child,0.22928216949440725,0.18806272834413362,0.2873439629426422,224,131,93
ltg-bert-bnc,mlm,Dominic,child,0.24414657550488714,0.17899329119378246,0.37910695014931833,172,116,56
ltg-bert-bnc,mlm,Dominic,mother,0.21621659672394805,0.20059284541722475,0.2722334611651266,188,147,41
ltg-bert-bnc,mlm,Becky,mother,0.1654220608522443,0.1502173365466693,0.19477449654375542,548,361,187
ltg-bert-bnc,mlm,Becky,child,0.18624465288081252,0.14162683446583033,0.2466946004107883,438,252,186
ltg-bert-bnc,mlm,Liz,mother,0.1676195398053876,0.15810376745550123,0.18658162631282543,410,273,137
ltg-bert-bnc,mlm,Liz,child,0.17654024948504946,0.14634933385198262,0.21853658725668731,373,217,156
ltg-bert-bnc,mlm,Carl,mother,0.17982721701281956,0.1716674961974078,0.18631419506107194,1077,477,600
ltg-bert-bnc,mlm,Carl,child,0.26302742447873634,0.2876846951433661,0.24262823669996633,910,412,498
ltg-bert-bnc,mlm,Joel,child,0.16003341887083267,0.12921644441304278,0.19460374278181497,331,175,156
ltg-bert-bnc,mlm,Joel,mother,0.11182442065122909,0.09566649650119152,0.137962239129231,445,275,170
ltg-bert-bnc,mlm,Ruth,mother,0.1335630115783824,0.11786714839028428,0.1534699600120678,372,208,164
ltg-bert-bnc,mlm,Ruth,child,0.27313839316894306,0.21949027551624348,0.3220096236333885,279,133,146
ltg-bert-bnc,mlm,Aran,mother,0.1494171228775361,0.1793978904612485,0.12323600118550952,1079,503,576
ltg-bert-bnc,mlm,Aran,child,0.2573465943668285,0.2697855142138138,0.25022470300345656,802,292,510
ltg-bert-bnc,mlm,Anne,mother,0.12374725775614437,0.15227588502549316,0.09665776005231169,657,320,337
ltg-bert-bnc,mlm,Anne,child,0.18038283288787496,0.1549080655027247,0.2005617704940334,500,221,279
ltg-bert-bnc,mlm,John,mother,0.24997846087240427,0.31631186531518884,0.19125318883882797,526,247,279
ltg-bert-bnc,mlm,John,child,0.30879965823201705,0.28701147542062677,0.3223053468925021,473,181,292
ltg-bert-bnc,mlm,Nicole,mother,0.152027842640432,0.154012232477588,0.14546409164060828,280,215,65
ltg-bert-bnc,mlm,Nicole,child,0.17480099233573826,0.13431257456211473,0.2330030928853221,234,138,96
ltg-bert-bnc,mlm,Warren,mother,0.23562909861555892,0.30208470998355014,0.16775045488422752,944,477,467
ltg-bert-bnc,mlm,Warren,child,0.2465322001717899,0.25530110003465195,0.241154398302769,826,314,512
ltgbert-100m-2024,mlm,Gail,mother,0.1791587047562176,0.1438836396854313,0.24682923774915463,286,188,98
ltgbert-100m-2024,mlm,Gail,child,0.26829351407890023,0.18406036321378644,0.3869445115340606,224,131,93
ltgbert-100m-2024,mlm,Dominic,child,0.3014354247688508,0.20245549469981824,0.506465279911847,172,116,56
ltgbert-100m-2024,mlm,Dominic,mother,0.24467209529699807,0.20474350364963526,0.387830704374128,188,147,41
ltgbert-100m-2024,mlm,Becky,mother,0.20857804884685485,0.16146865013314576,0.29952186133695635,548,361,187
ltgbert-100m-2024,mlm,Becky,child,0.26041110977144283,0.17394534592119495,0.3775582736975851,438,252,186
ltgbert-100m-2024,mlm,Liz,mother,0.2157326111579634,0.15497251519059876,0.33680929874256593,410,273,137
ltgbert-100m-2024,mlm,Liz,child,0.25070681786551025,0.13133479029286765,0.41675636904027596,373,217,156
ltgbert-100m-2024,mlm,Carl,mother,0.26217342528225174,0.1531881502079923,0.34881671896628796,1077,477,600
ltgbert-100m-2024,mlm,Carl,child,0.3595188331151542,0.20888530050763396,0.48413934603543207,910,412,498
ltgbert-100m-2024,mlm,Joel,child,0.2413722715847131,0.14157068414517993,0.353329180571369,331,175,156
ltgbert-100m-2024,mlm,Joel,mother,0.16471120234570613,0.11280257331695341,0.24868104342162958,445,275,170
ltgbert-100m-2024,mlm,Ruth,mother,0.19501691834523935,0.09506699859695276,0.3217826702211151,372,208,164
ltgbert-100m-2024,mlm,Ruth,child,0.35295195718540784,0.15342260210606495,0.5347149998261792,279,133,146
ltgbert-100m-2024,mlm,Aran,mother,0.24673076989423506,0.28781612442224797,0.2108524134227237,1079,503,576
ltgbert-100m-2024,mlm,Aran,child,0.3683469537858286,0.3233677998897737,0.39409972425180506,802,292,510
ltgbert-100m-2024,mlm,Anne,mother,0.2092969196516935,0.1933648484949434,0.22442529582427523,657,320,337
ltgbert-100m-2024,mlm,Anne,child,0.30256111820550124,0.18794977091161114,0.3933464506497654,500,221,279
ltgbert-100m-2024,mlm,John,mother,0.32562328990357053,0.2402895873983712,0.4011696143436574,526,247,279
ltgbert-100m-2024,mlm,John,child,0.4039284880682094,0.2096781068677386,0.524337114771241,473,181,292
ltgbert-100m-2024,mlm,Nicole,mother,0.18394195502606192,0.1467896773634538,0.3068302580639196,280,215,65
ltgbert-100m-2024,mlm,Nicole,child,0.23589946064240364,0.14850084741715056,0.36153496715370487,234,138,96
ltgbert-100m-2024,mlm,Warren,mother,0.2889344448639133,0.26120363508950445,0.317259062128138,944,477,467
ltgbert-100m-2024,mlm,Warren,child,0.3463395328501707,0.21946268975283634,0.4241507217809578,826,314,512
ltgbert-10m-2024,mlm,Gail,mother,0.313807972906963,0.16567376792858546,0.5979837947022179,286,188,98
ltgbert-10m-2024,mlm,Gail,child,0.3705159380251079,0.1641794954787224,0.6611618947302313,224,131,93
ltgbert-10m-2024,mlm,Dominic,child,0.38697567831286417,0.2612177228551057,0.6474743003325065,172,116,56
ltgbert-10m-2024,mlm,Dominic,mother,0.32454125457146205,0.23400030808433397,0.6491636724643359,188,147,41
ltgbert-10m-2024,mlm,Becky,mother,0.3390347875716057,0.16621364201263722,0.672662774452823,548,361,187
ltgbert-10m-2024,mlm,Becky,child,0.39219899355683574,0.16856802183937372,0.6951828907224293,438,252,186
ltgbert-10m-2024,mlm,Liz,mother,0.33696738588229236,0.14879019415153688,0.7119482131997833,410,273,137
ltgbert-10m-2024,mlm,Liz,child,0.38600367364824234,0.12159064021977291,0.7538089829686134,373,217,156
ltgbert-10m-2024,mlm,Carl,mother,0.43628010322007693,0.18146060539891862,0.6388616039878978,1077,477,600
ltgbert-10m-2024,mlm,Carl,child,0.45780126281610334,0.21031922487265614,0.662545438785381,910,412,498
ltgbert-10m-2024,mlm,Joel,child,0.3892062872693485,0.1272048442593026,0.6831181624408743,331,175,156
ltgbert-10m-2024,mlm,Joel,mother,0.3359816792530758,0.15076703364105543,0.635593605978403,445,275,170
ltgbert-10m-2024,mlm,Ruth,mother,0.3723610856730712,0.1404874810824599,0.6664446817392122,372,208,164
