model_name,model_type,child_name,speaker,tpr_overall,tpr_the,tpr_a,n_total,n_previous_a,n_previous_the
babylm-baseline-10m-gpt-bert-mixed,ar,Carl,child,0.30011893385172916,0.3012056235952827,0.299219905389191,910,412,498
babylm-baseline-10m-gpt-bert-mixed,ar,Joel,child,0.19354626162821642,0.18527419812421636,0.20282582004616523,331,175,156
babylm-baseline-10m-gpt-bert-mixed,ar,Joel,mother,0.15156639985358117,0.1748209594561915,0.11394872990818214,445,275,170
babylm-baseline-10m-gpt-bert-mixed,ar,Ruth,mother,0.16499198195491743,0.16548995376872094,0.16436040794716664,372,208,164
babylm-baseline-10m-gpt-bert-mixed,ar,Ruth,child,0.3079823320851402,0.23708081068585968,0.3725707043187315,279,133,146
babylm-baseline-10m-gpt-bert-mixed,ar,Aran,mother,0.17422716010268874,0.2426917308398776,0.11443952280962283,1079,503,576
babylm-baseline-10m-gpt-bert-mixed,ar,Aran,child,0.2994207884422749,0.2961678965621059,0.3012832284991559,802,292,510
babylm-baseline-10m-gpt-bert-mixed,ar,Anne,mother,0.15528810496719367,0.221957826499294,0.09198154446193521,657,320,337
babylm-baseline-10m-gpt-bert-mixed,ar,Anne,child,0.2328134314079157,0.20592228819780492,0.2541143011191504,500,221,279
babylm-baseline-10m-gpt-bert-mixed,ar,John,mother,0.26401259668089394,0.37215330452124784,0.16827512414839418,526,247,279
babylm-baseline-10m-gpt-bert-mixed,ar,John,child,0.3427007330862727,0.30251207539317104,0.3676121955604213,473,181,292
babylm-baseline-10m-gpt-bert-mixed,ar,Nicole,mother,0.20574647848707933,0.23532628402492026,0.10790558324652864,280,215,65
babylm-baseline-10m-gpt-bert-mixed,ar,Nicole,child,0.2552741307483453,0.19262923135622517,0.34532617362451806,234,138,96
babylm-baseline-10m-gpt-bert-mixed,ar,Warren,mother,0.2562482661680738,0.36527041103713015,0.14489159999561135,944,477,467
babylm-baseline-10m-gpt-bert-mixed,ar,Warren,child,0.2835553390769796,0.25590436194343347,0.3005131648971622,826,314,512
babylm-baseline-10m-gpt2,ar,Gail,mother,0.3446215168013476,0.26018054720487527,0.5066103156190701,286,188,98
babylm-baseline-10m-gpt2,ar,Gail,child,0.34490949313425645,0.1884523464364458,0.5652953664397747,224,131,93
babylm-baseline-10m-gpt2,ar,Dominic,child,0.35630108988033005,0.25998043710645824,0.5558224420547787,172,116,56
babylm-baseline-10m-gpt2,ar,Dominic,mother,0.28214079784129986,0.2310272048062905,0.46540172896682136,188,147,41
babylm-baseline-10m-gpt2,ar,Becky,mother,0.3359244694761943,0.2478762878159606,0.5058998362106563,548,361,187
babylm-baseline-10m-gpt2,ar,Becky,child,0.367476913002966,0.21763911038142933,0.5704829681676286,438,252,186
babylm-baseline-10m-gpt2,ar,Liz,mother,0.31417144898076965,0.2081912708781387,0.5253582272436765,410,273,137
babylm-baseline-10m-gpt2,ar,Liz,child,0.32634315017907717,0.17688387010028128,0.5342448410579151,373,217,156
babylm-baseline-10m-gpt2,ar,Carl,mother,0.39809927345540724,0.24213690514054434,0.5220893562657233,1077,477,600
babylm-baseline-10m-gpt2,ar,Carl,child,0.41914103077661724,0.27224509939470953,0.5406693916789185,910,412,498
babylm-baseline-10m-gpt2,ar,Joel,child,0.35199797156893076,0.21093169191420258,0.5102454006687859,331,175,156
babylm-baseline-10m-gpt2,ar,Joel,mother,0.31318909290088687,0.22803610872256536,0.45093656730699516,445,275,170
babylm-baseline-10m-gpt2,ar,Ruth,mother,0.36124473159715226,0.2527664427866484,0.4988269515519378,372,208,164
babylm-baseline-10m-gpt2,ar,Ruth,child,0.4322541227631178,0.2846632011988807,0.5667033869277996,279,133,146
babylm-baseline-10m-gpt2,ar,Aran,mother,0.3884344273023013,0.25175602756230314,0.5077907381863622,1079,503,576
babylm-baseline-10m-gpt2,ar,Aran,child,0.43883503039506394,0.25164912026851544,0.5460081397224211,802,292,510
babylm-baseline-10m-gpt2,ar,Anne,mother,0.34042627394529856,0.20148608127159987,0.4723576141695823,657,320,337
babylm-baseline-10m-gpt2,ar,Anne,child,0.3639582035668859,0.18253571882739428,0.5076656197942252,500,221,279
babylm-baseline-10m-gpt2,ar,John,mother,0.4234137998267592,0.28291168342406187,0.5478009781474267,526,247,279
babylm-baseline-10m-gpt2,ar,John,child,0.4758338114990699,0.28078539514909034,0.5967371106749135,473,181,292
babylm-baseline-10m-gpt2,ar,Nicole,mother,0.29524674286868396,0.23313702415551443,0.500686581689168,280,215,65
babylm-baseline-10m-gpt2,ar,Nicole,child,0.3635560233230515,0.2252122743401037,0.5624251624860389,234,138,96
babylm-baseline-10m-gpt2,ar,Warren,mother,0.38639382820506285,0.2733575492624496,0.5018505842128284,944,477,467
babylm-baseline-10m-gpt2,ar,Warren,child,0.43021533423639047,0.24310607834681283,0.5449659325749205,826,314,512
gpt2,ar,Gail,mother,0.20700270596830117,0.2123391931344141,0.1967653632414723,286,188,98
gpt2,ar,Gail,child,0.2605373107374798,0.2310727062917476,0.3020412159244791,224,131,93
gpt2,ar,Dominic,child,0.2758631351850437,0.24316069147662264,0.3436039114382016,172,116,56
gpt2,ar,Dominic,mother,0.23774119445821829,0.23023810391758956,0.26464251907949693,188,147,41
gpt2,ar,Becky,mother,0.19851524416050442,0.19570219595432023,0.20394578107190822,548,361,187
gpt2,ar,Becky,child,0.22414425080194875,0.2194850986589841,0.2304566504795138,438,252,186
gpt2,ar,Liz,mother,0.20392371341636106,0.2058876390811594,0.2000101973105951,410,273,137
gpt2,ar,Liz,child,0.20461382048645768,0.18458871453321465,0.23246925633167387,373,217,156
gpt2,ar,Carl,mother,0.2034263059953093,0.22178304061844129,0.1888327019699194,1077,477,600
gpt2,ar,Carl,child,0.2870541524409571,0.3509746450584205,0.23417213846827656,910,412,498
gpt2,ar,Joel,child,0.18582783396371844,0.18384205356422886,0.18805547223237662,331,175,156
gpt2,ar,Joel,mother,0.14461366081594826,0.14509140861451447,0.1438408334947381,445,275,170
gpt2,ar,Ruth,mother,0.1609946147948472,0.156087523820267,0.1672182423723635,372,208,164
gpt2,ar,Ruth,child,0.28706154775932213,0.25389851866794905,0.3172717043973537,279,133,146
gpt2,ar,Aran,mother,0.17173572754146577,0.22974630720004321,0.12107718315211773,1079,503,576
gpt2,ar,Aran,child,0.26632950906761543,0.3150957308718343,0.23840845658363133,802,292,510
gpt2,ar,Anne,mother,0.14975727205381328,0.19425216854245392,0.10750692523967383,657,320,337
gpt2,ar,Anne,child,0.20346443641831194,0.20451864064281342,0.2026293857601943,500,221,279
gpt2,ar,John,mother,0.25919615708372634,0.34002963628033905,0.18763390130751365,526,247,279
gpt2,ar,John,child,0.32722211524510497,0.3527554287203884,0.3113949586046039,473,181,292
gpt2,ar,Nicole,mother,0.19650457290350412,0.20975253136334132,0.15268440261327335,280,215,65
gpt2,ar,Nicole,child,0.2285361890968815,0.19903532249938977,0.27094368483077585,234,138,96
gpt2,ar,Warren,mother,0.2519238116968017,0.3315152457340918,0.17062806429682875,944,477,467
gpt2,ar,Warren,child,0.27166955588649927,0.31398780326997994,0.24571656823334898,826,314,512
opt-125m,ar,Gail,mother,0.20527870113787558,0.23181060680710938,0.15438075964995776,286,188,98
opt-125m,ar,Gail,child,0.23881646652622868,0.21007034910756733,0.2793083093417624,224,131,93
opt-125m,ar,Dominic,child,0.2820272305762866,0.2585022282329438,0.33075759257321097,172,116,56
opt-125m,ar,Dominic,mother,0.25318690937280486,0.2509056244351492,0.26136615049074124,188,147,41
opt-125m,ar,Becky,mother,0.20114961506844675,0.21003064652295667,0.18400495006802914,548,361,187
opt-125m,ar,Becky,child,0.21621704185286378,0.20850118198009085,0.22667078748694322,438,252,186
opt-125m,ar,Liz,mother,0.19490939286902983,0.20455447522511322,0.17568963021785636,410,273,137
opt-125m,ar,Liz,child,0.19571363848894033,0.18273337150499222,0.2137695226909707,373,217,156
opt-125m,ar,Carl,mother,0.20626475065505945,0.24802596511988237,0.1730645851555253,1077,477,600
opt-125m,ar,Carl,child,0.2843954026376816,0.34876693399490144,0.23114024014937914,910,412,498
opt-125m,ar,Joel,child,0.18212864585238836,0.18703724369235544,0.1766222059678099,331,175,156
opt-125m,ar,Joel,mother,0.14643598402795305,0.144590726210329,0.14942095990940374,445,275,170
opt-125m,ar,Ruth,mother,0.15800849494262123,0.15947236754770186,0.15615187602886044,372,208,164
opt-125m,ar,Ruth,child,0.30290315428882536,0.2759110857205961,0.3274918194913904,279,133,146
opt-125m,ar,Aran,mother,0.17106477182372837,0.23026034534661616,0.11937141508412324,1079,503,576
opt-125m,ar,Aran,child,0.2716376767617066,0.3130874904168847,0.24790562659050658,802,292,510
opt-125m,ar,Anne,mother,0.14208650555454636,0.18822384149797572,0.09827657231449474,657,320,337
opt-125m,ar,Anne,child,0.20921203655378418,0.20270529014731437,0.21436612600120292,500,221,279
opt-125m,ar,John,mother,0.26097884542134175,0.3477740833850532,0.18413861682981236,526,247,279
opt-125m,ar,John,child,0.3180847063429805,0.34286431441871024,0.3027247438028879,473,181,292
opt-125m,ar,Nicole,mother,0.17978423298183885,0.19705544997259256,0.12265636139703817,280,215,65
opt-125m,ar,Nicole,child,0.23585635676573222,0.2123712642609382,0.26961617724137366,234,138,96
opt-125m,ar,Warren,mother,0.25478154587189067,0.34246415644106426,0.16522136334192097,944,477,467
opt-125m,ar,Warren,child,0.2712029328619302,0.302681265315639,0.25189786178680407,826,314,512
opt-125m-strict-2023,ar,Gail,mother,0.515313593057368,0.7300684345022412,0.10333491763250946,286,188,98
opt-125m-strict-2023,ar,Gail,child,0.44814867774895045,0.6761555339425872,0.12697772977726854,224,131,93
opt-125m-strict-2023,ar,Dominic,child,0.5875896056728925,0.8061075409052624,0.13494531126298412,172,116,56
opt-125m-strict-2023,ar,Dominic,mother,0.6207159293697109,0.766875122018068,0.09668175084999184,188,147,41
opt-125m-strict-2023,ar,Becky,mother,0.537055976373684,0.7628839595475019,0.10109928158358635,548,361,187
opt-125m-strict-2023,ar,Becky,child,0.48973268605705367,0.7555468612134042,0.1295973519742561,438,252,186
opt-125m-strict-2023,ar,Liz,mother,0.5052736745983347,0.7070554606260043,0.1031829622950224,410,273,137
opt-125m-strict-2023,ar,Liz,child,0.45195420421591703,0.6885948754059392,0.12278096288107858,373,217,156
opt-125m-strict-2023,ar,Carl,mother,0.38599170038139674,0.7385116172390439,0.10573836647956737,1077,477,600
opt-125m-strict-2023,ar,Carl,child,0.40736697787977694,0.7755964560893661,0.10272732924051842,910,412,498
opt-125m-strict-2023,ar,Joel,child,0.41516904592703596,0.7050598530068738,0.0899710251643973,331,175,156
opt-125m-strict-2023,ar,Joel,mother,0.4850899068577461,0.7300431237848329,0.0888420559462822,445,275,170
opt-125m-strict-2023,ar,Ruth,mother,0.44501117912334903,0.7012155283754233,0.12006907763291326,372,208,164
opt-125m-strict-2023,ar,Ruth,child,0.4193749832462977,0.7149868152815176,0.15008475269366583,279,133,146
opt-125m-strict-2023,ar,Aran,mother,0.38307760352409087,0.6354451784034778,0.1626941136554597,1079,503,576
opt-125m-strict-2023,ar,Aran,child,0.35107431117257765,0.6354903552100654,0.188232183998173,802,292,510
opt-125m-strict-2023,ar,Anne,mother,0.40982704370655715,0.737915556767338,0.09828898976160201,657,320,337
opt-125m-strict-2023,ar,Anne,child,0.3816737951279672,0.7247784296434099,0.10989557208885306,500,221,279
opt-125m-strict-2023,ar,John,mother,0.4001156038757531,0.7274571295618255,0.11031862593862099,526,247,279
opt-125m-strict-2023,ar,John,child,0.3779484255029421,0.7540095345502839,0.1448420531140076,473,181,292
opt-125m-strict-2023,ar,Nicole,mother,0.605182730298101,0.7629182648507974,0.08344211600841278,280,215,65
opt-125m-strict-2023,ar,Nicole,child,0.47907713503970395,0.7482166040346573,0.09218914835945853,234,138,96
opt-125m-strict-2023,ar,Warren,mother,0.4086088360019497,0.6933331906695378,0.11778760007809636,944,477,467
opt-125m-strict-2023,ar,Warren,child,0.3479921730928964,0.6780691916721903,0.14556212654231376,826,314,512
opt-125m-strict-small-2023,ar,Gail,mother,0.385550724912763,0.3913207573265889,0.3744816831393009,286,188,98
opt-125m-strict-small-2023,ar,Gail,child,0.36319438659945813,0.3112550217567793,0.43635628761441414,224,131,93
opt-125m-strict-small-2023,ar,Dominic,child,0.38315857374526624,0.36322625700127437,0.4244469441435353,172,116,56
opt-125m-strict-small-2023,ar,Dominic,mother,0.3696545264418111,0.3907388780811963,0.2940594120274302,188,147,41
opt-125m-strict-small-2023,ar,Becky,mother,0.3577300507839554,0.38172638009008714,0.3114055861876262,548,361,187
opt-125m-strict-small-2023,ar,Becky,child,0.38997134883975454,0.4049373868268418,0.36969478124434585,438,252,186
opt-125m-strict-small-2023,ar,Liz,mother,0.3387292211731196,0.3691554422424216,0.27809886823940083,410,273,137
opt-125m-strict-small-2023,ar,Liz,child,0.32981356023792385,0.33528155864448667,0.3222074342493076,373,217,156
opt-125m-strict-small-2023,ar,Carl,mother,0.3697544698209085,0.42816820957655044,0.3233155467151732,1077,477,600
opt-125m-strict-small-2023,ar,Carl,child,0.38141032284385107,0.46814284856939486,0.3096557031672968,910,412,498
opt-125m-strict-small-2023,ar,Joel,child,0.3296369480515894,0.3538752892505403,0.3024465011937919,331,175,156
opt-125m-strict-small-2023,ar,Joel,mother,0.31456119721946085,0.3720465467079181,0.22157019069401554,445,275,170
opt-125m-strict-small-2023,ar,Ruth,mother,0.33054779181387595,0.343538529845443,0.31407173382262027,372,208,164
opt-125m-strict-small-2023,ar,Ruth,child,0.39385282316098236,0.34957564671172564,0.43418751129626415,279,133,146
opt-125m-strict-small-2023,ar,Aran,mother,0.3471204300565533,0.41764490020375095,0.2855339569939831,1079,503,576
opt-125m-strict-small-2023,ar,Aran,child,0.36938332652884376,0.4375207965262684,0.3303712848832594,802,292,510
opt-125m-strict-small-2023,ar,Anne,mother,0.3121702605815655,0.3559462077333073,0.27060259563035666,657,320,337
opt-125m-strict-small-2023,ar,Anne,child,0.3169590175543162,0.3062055514588707,0.3254769960743644,500,221,279
opt-125m-strict-small-2023,ar,John,mother,0.3563145963269307,0.41833880806811996,0.3014042726707524,526,247,279
opt-125m-strict-small-2023,ar,John,child,0.41970152842556907,0.43947118471536895,0.4074470496979877,473,181,292
opt-125m-strict-small-2023,ar,Nicole,mother,0.35868024297007983,0.38148759867198995,0.2832405279560697,280,215,65
opt-125m-strict-small-2023,ar,Nicole,child,0.3774616114661724,0.33749703247393176,0.4349106937675183,234,138,96
opt-125m-strict-small-2023,ar,Warren,mother,0.35610924215128753,0.42092010878131236,0.2899105625313264,944,477,467
opt-125m-strict-small-2023,ar,Warren,child,0.3567478869476045,0.37934678435382824,0.3428884068976938,826,314,512
BabyBERTa-1,mlm,Gail,mother,0.3433120477197296,0.0027442348897473256,0.996646219271124,286,188,98
BabyBERTa-1,mlm,Gail,child,0.41536734631893285,0.003102771249802458,0.9960841133517936,224,131,93
BabyBERTa-1,mlm,Dominic,child,0.32682264352262413,0.003350134326587094,0.9968728411429864,172,116,56
BabyBERTa-1,mlm,Dominic,mother,0.21957166491975352,0.003044961326909026,0.9958991143867812,188,147,41
BabyBERTa-1,mlm,Becky,mother,0.3418424373476433,0.0028037482803679914,0.9963502809481053,548,361,187
BabyBERTa-1,mlm,Becky,child,0.4248624860944641,0.0029357731370437427,0.9965051294561305,438,252,186
BabyBERTa-1,mlm,Liz,mother,0.3346652205041636,0.0029401765795700964,0.9956939576677697,410,273,137
BabyBERTa-1,mlm,Liz,child,0.4182001439926649,0.0028188514178568895,0.9960061727665965,373,217,156
BabyBERTa-1,mlm,Carl,mother,0.55627096543636,0.0030157726735309137,0.9961088436828092,1077,477,600
BabyBERTa-1,mlm,Carl,child,0.546634265144169,0.0032294944749671614,0.996198051320296,910,412,498
BabyBERTa-1,mlm,Joel,child,0.4712763362195465,0.0031159544351987544,0.9964562516827573,331,175,156
BabyBERTa-1,mlm,Joel,mother,0.3821704768824908,0.0024351145397892853,0.9964482689074492,445,275,170
BabyBERTa-1,mlm,Ruth,mother,0.44090533013216265,0.002531122409317204,0.9968921301708935,372,208,164
BabyBERTa-1,mlm,Ruth,child,0.5228084478976839,0.002395751326397104,0.9968830276509794,279,133,146
BabyBERTa-1,mlm,Aran,mother,0.5332194457920553,0.002930031917636934,0.9963020415886393,1079,503,576
BabyBERTa-1,mlm,Aran,child,0.6348322266313317,0.0033565079870204423,0.9963830302472902,802,292,510
BabyBERTa-1,mlm,Anne,mother,0.5125872179043448,0.00278441551737037,0.9966729649780297,657,320,337
BabyBERTa-1,mlm,Anne,child,0.5571709681700784,0.0030137241591796046,0.9961270646805034,500,221,279
BabyBERTa-1,mlm,John,mother,0.5299753280401831,0.0026417477446033,0.9968262037857322,526,247,279
BabyBERTa-1,mlm,John,child,0.616495573254953,0.0028181134116829604,0.9968915329523221,473,181,292
BabyBERTa-1,mlm,Nicole,mother,0.23363350930709137,0.003100035863394734,0.9961673060823955,280,215,65
BabyBERTa-1,mlm,Nicole,child,0.41049968263920833,0.0028005090905226914,0.9965672446154438,234,138,96
BabyBERTa-1,mlm,Warren,mother,0.494567450446071,0.003173975884374007,0.9964832692167978,944,477,467
BabyBERTa-1,mlm,Warren,child,0.618531980629695,0.002749305367326592,0.9961799494429444,826,314,512
BabyBERTa-2,mlm,Gail,mother,0.34283690698775565,0.0008577640379914846,0.9988785281566913,286,188,98
BabyBERTa-2,mlm,Gail,child,0.41524132477228376,0.0009983953229484516,0.998744806039627,224,131,93
BabyBERTa-2,mlm,Dominic,child,0.32592127373829166,0.0010305443899760217,0.9989092131026597,172,116,56
BabyBERTa-2,mlm,Dominic,mother,0.21851530838231753,0.001002893212523471,0.9983768944788961,188,147,41
BabyBERTa-2,mlm,Becky,mother,0.3414843256052542,0.0010016573655993234,0.9987797439716468,548,361,187
BabyBERTa-2,mlm,Becky,child,0.42471717089080785,0.0011048015907731293,0.9986436067166613,438,252,186
BabyBERTa-2,mlm,Liz,mother,0.3343715407816367,0.0009112603008674905,0.9988580850973303,410,273,137
BabyBERTa-2,mlm,Liz,child,0.4182465631636734,0.0009594249344869304,0.9987036721106827,373,217,156
BabyBERTa-2,mlm,Carl,mother,0.5568450776527047,0.0010750028221667872,0.9986822871429824,1077,477,600
BabyBERTa-2,mlm,Carl,child,0.5470542381238895,0.0012172493634120206,0.9986302207932002,910,412,498
BabyBERTa-2,mlm,Joel,child,0.47123369813956817,0.0009686851796902254,0.9987745780625081,331,175,156
BabyBERTa-2,mlm,Joel,mother,0.3820391677165531,0.0008252766761882545,0.9987086973406727,445,275,170
BabyBERTa-2,mlm,Ruth,mother,0.44093038871662615,0.0009234123815434966,0.9989880172391701,372,208,164
BabyBERTa-2,mlm,Ruth,child,0.5230835058478731,0.0009304543945834194,0.9987434773772399,279,133,146
BabyBERTa-2,mlm,Aran,mother,0.5336554824901545,0.0009633340103414972,0.9988362996522133,1079,503,576
BabyBERTa-2,mlm,Aran,child,0.6356158092802638,0.0011298237759912524,0.9988901382356513,802,292,510
BabyBERTa-2,mlm,Anne,mother,0.512874975070556,0.0008893546129061725,0.999033427730639,657,320,337
BabyBERTa-2,mlm,Anne,child,0.5578156539774872,0.0009439431291418545,0.9989219195598684,500,221,279
BabyBERTa-2,mlm,John,mother,0.5302249736136034,0.0009082798965773209,0.9988315089114722,526,247,279
BabyBERTa-2,mlm,John,child,0.6170375973344673,0.0010468508660590725,0.9988674778508438,473,181,292
BabyBERTa-2,mlm,Nicole,mother,0.23262348460799118,0.0010096559031004648,0.9987307641703219,280,215,65
BabyBERTa-2,mlm,Nicole,child,0.41028000111840146,0.001055139737689842,0.9985407393531744,234,138,96
BabyBERTa-2,mlm,Warren,mother,0.4946380889380192,0.0010611672730920173,0.9987841095679338,944,477,467
BabyBERTa-2,mlm,Warren,child,0.6194159646592357,0.0010293671801631,0.9986608701444483,826,314,512
BabyBERTa-3,mlm,Gail,mother,0.34289248993133875,0.0010742875554366877,0.9986253679585793,286,188,98
BabyBERTa-3,mlm,Gail,child,0.4153268243407782,0.0012013243333678,0.9986648942436898,224,131,93
BabyBERTa-3,mlm,Dominic,child,0.3259120519095225,0.0010407158263199847,0.998859819510442,172,116,56
BabyBERTa-3,mlm,Dominic,mother,0.21862143492535124,0.0010731643478714083,0.9986115757763153,188,147,41
BabyBERTa-3,mlm,Becky,mother,0.3414782463149879,0.0009902453544576937,0.99878395939922,548,361,187
BabyBERTa-3,mlm,Becky,child,0.42475774024994223,0.0011190344248567853,0.9987198578194129,438,252,186
BabyBERTa-3,mlm,Liz,mother,0.3344031351321541,0.00100203635597012,0.9987717480219223,410,273,137
BabyBERTa-3,mlm,Liz,child,0.4181970685603775,0.0010006119135263928,0.9985280371011899,373,217,156
BabyBERTa-3,mlm,Carl,mother,0.5567603878056828,0.0012096564723539586,0.9984232192156793,1077,477,600
BabyBERTa-3,mlm,Carl,child,0.5470299635831757,0.001479612583021701,0.9983688081857127,910,412,498
BabyBERTa-3,mlm,Joel,child,0.471255034343857,0.0010796260973445172,0.9986953961588549,331,175,156
BabyBERTa-3,mlm,Joel,mother,0.38209463756961354,0.00091503945663556,0.9987086933406073,445,275,170
BabyBERTa-3,mlm,Ruth,mother,0.44088407520193873,0.0009984679539848875,0.9987877721993433,372,208,164
BabyBERTa-3,mlm,Ruth,child,0.5232745533718943,0.0011825850198610738,0.9988788807062806,279,133,146
BabyBERTa-3,mlm,Aran,mother,0.5336276669483,0.0011548285240317057,0.9986169685583816,1079,503,576
BabyBERTa-3,mlm,Aran,child,0.6354927131807461,0.001210721222104309,0.9986502458315762,802,292,510
BabyBERTa-3,mlm,Anne,mother,0.5128057394927124,0.000873970845656781,0.9989130569023795,657,320,337
BabyBERTa-3,mlm,Anne,child,0.5577718368064041,0.0010168569961953196,0.998785638018075,500,221,279
BabyBERTa-3,mlm,John,mother,0.530185109787329,0.0011606316740360083,0.9985329452496351,526,247,279
BabyBERTa-3,mlm,John,child,0.616984214538544,0.001371174746336448,0.9985799686563163,473,181,292
BabyBERTa-3,mlm,Nicole,mother,0.23272795932381257,0.001173489365019847,0.998638898418281,280,215,65
BabyBERTa-3,mlm,Nicole,child,0.41037688498666525,0.0011802793442870479,0.9985970055975839,234,138,96
BabyBERTa-3,mlm,Warren,mother,0.49457003956926904,0.0013246273734906586,0.998377452026199,944,477,467
BabyBERTa-3,mlm,Warren,child,0.6194138128586414,0.0013091850659754476,0.9984857916221124,826,314,512
ELC_BERT_baby_100M,mlm,Gail,mother,0.19129277817412987,0.10268551884739192,0.3612740511682803,286,188,98
ELC_BERT_baby_100M,mlm,Gail,child,0.28455432559952315,0.086284973960245,0.5638369607043128,224,131,93
ELC_BERT_baby_100M,mlm,Dominic,child,0.2531617169540359,0.09985120669515635,0.5707334882045719,172,116,56
ELC_BERT_baby_100M,mlm,Dominic,mother,0.18178064403113334,0.1022073873817244,0.4670798812863313,188,147,41
ELC_BERT_baby_100M,mlm,Becky,mother,0.18546366442318693,0.08483808963618855,0.37971945318311423,548,361,187
ELC_BERT_baby_100M,mlm,Becky,child,0.2552143324454347,0.09020016414228263,0.47878191530776976,438,252,186
ELC_BERT_baby_100M,mlm,Liz,mother,0.19427186480247022,0.08478219691003636,0.41245200593118875,410,273,137
ELC_BERT_baby_100M,mlm,Liz,child,0.2357063339758058,0.07588677538570385,0.45801943791203736,373,217,156
ELC_BERT_baby_100M,mlm,Carl,mother,0.2598756778007337,0.09349978466875537,0.3921445128406564,1077,477,600
ELC_BERT_baby_100M,mlm,Carl,child,0.3367894039245558,0.1548376698155674,0.48731975423159035,910,412,498
ELC_BERT_baby_100M,mlm,Joel,child,0.23009297238227266,0.08196124851644344,0.39626638056509395,331,175,156
ELC_BERT_baby_100M,mlm,Joel,mother,0.15152426021734283,0.06948960500840756,0.28422737893767935,445,275,170
ELC_BERT_baby_100M,mlm,Ruth,mother,0.18929621511815184,0.050573965788351424,0.365236628902289,372,208,164
ELC_BERT_baby_100M,mlm,Ruth,child,0.31722685582181637,0.06139240265372842,0.5502815289132937,279,133,146
ELC_BERT_baby_100M,mlm,Aran,mother,0.20296229172609342,0.08873498643548794,0.3027128725614659,1079,503,576
ELC_BERT_baby_100M,mlm,Aran,child,0.3904019319904419,0.13578654658972192,0.5361817212786972,802,292,510
ELC_BERT_baby_100M,mlm,Anne,mother,0.18291522980496308,0.08813627874082734,0.27291304683915724,657,320,337
ELC_BERT_baby_100M,mlm,Anne,child,0.29198476237197885,0.0874951071952378,0.45396402328258734,500,221,279
ELC_BERT_baby_100M,mlm,John,mother,0.30870718639709743,0.1852389364335731,0.418014203389895,526,247,279
ELC_BERT_baby_100M,mlm,John,child,0.39387643073222495,0.16430861485315235,0.5361770289312391,473,181,292
ELC_BERT_baby_100M,mlm,Nicole,mother,0.15289478710672644,0.08310569191663898,0.383735640427785,280,215,65
ELC_BERT_baby_100M,mlm,Nicole,child,0.2542618337298281,0.07637255215049785,0.5099776760001155,234,138,96
ELC_BERT_baby_100M,mlm,Warren,mother,0.2567632084478232,0.18139369464184874,0.333746630472341,944,477,467
ELC_BERT_baby_100M,mlm,Warren,child,0.34701706131225596,0.16708901191422812,0.4573635603571402,826,314,512
ELC_BERT_small_baby_10M,mlm,Gail,mother,0.35864756074185183,0.05081335879132651,0.9491866420346963,286,188,98
ELC_BERT_small_baby_10M,mlm,Gail,child,0.4237986957810094,0.05081336611395528,0.9491866332690104,224,131,93
ELC_BERT_small_baby_10M,mlm,Dominic,child,0.34330698310907554,0.05081335816368699,0.9491866347816661,172,116,56
ELC_BERT_small_baby_10M,mlm,Dominic,mother,0.24673520385986397,0.05081336808411505,0.9491866638363297,188,147,41
ELC_BERT_small_baby_10M,mlm,Becky,mother,0.35737504614789967,0.05081336032595769,0.9491866428415952,548,361,187
ELC_BERT_small_baby_10M,mlm,Becky,child,0.43231433901272437,0.050813355770165894,0.9491866388897392,438,252,186
ELC_BERT_small_baby_10M,mlm,Liz,mother,0.3510014983241365,0.050813349462035945,0.9491866416770814,410,273,137
ELC_BERT_small_baby_10M,mlm,Liz,child,0.42654052414395094,0.050813357268423245,0.9491866472977298,373,217,156
ELC_BERT_small_baby_10M,mlm,Carl,mother,0.5512998641223567,0.05081335635588713,0.9491866377967002,1077,477,600
ELC_BERT_small_baby_10M,mlm,Carl,child,0.5424506005768258,0.05081335732244451,0.9491866331487236,910,412,498
ELC_BERT_small_baby_10M,mlm,Joel,child,0.47421586794547516,0.05081335323016908,0.9491866376581586,331,175,156
ELC_BERT_small_baby_10M,mlm,Joel,mother,0.39401214251777644,0.05081335939261164,0.9491866446320137,445,275,170
ELC_BERT_small_baby_10M,mlm,Ruth,mother,0.4468703925852383,0.05081335682474054,0.9491866330619673,372,208,164
ELC_BERT_small_baby_10M,mlm,Ruth,child,0.5209298390852258,0.05081335058818783,0.9491866402503356,279,133,146
ELC_BERT_small_baby_10M,mlm,Aran,mother,0.5303898269131497,0.050813361317952284,0.9491866362784004,1079,503,576
ELC_BERT_small_baby_10M,mlm,Aran,child,0.622098116022161,0.05081336085408559,0.9491866425105493,802,292,510
ELC_BERT_small_baby_10M,mlm,Anne,mother,0.5116227883725873,0.050813353307057454,0.9491866436276899,657,320,337
ELC_BERT_small_baby_10M,mlm,Anne,child,0.5521056460438128,0.050813349452157056,0.9491866408350527,500,221,279
ELC_BERT_small_baby_10M,mlm,John,mother,0.5273269446103853,0.05081335050504315,0.9491866497860826,526,247,279
ELC_BERT_small_baby_10M,mlm,John,child,0.6054116603502857,0.050813361880028295,0.9491866330321915,473,181,292
ELC_BERT_small_baby_10M,mlm,Nicole,mother,0.2593642941130743,0.050813352645090355,0.9491866389687136,280,215,65
ELC_BERT_small_baby_10M,mlm,Nicole,child,0.4193767528212005,0.0508133484135298,0.9491866466572271,234,138,96
