model_name,model_type,child_name,speaker,N,S,emp_bias,empirical,naive_predicted,accuracy
ELC_BERT_small_baby_10M,mlm,Anne,child,356,1275,0.949186644961585,0.1312799199691122,0.09709409083930713,0.5262745098039215
ELC_BERT_small_baby_10M,mlm,Anne,mother,698,6140,0.9491866414794438,0.24839674960134803,0.19157550167921472,0.36938110749185665
ELC_BERT_small_baby_10M,mlm,Aran,child,411,2004,0.9491866390279464,0.15894500870727835,0.12513762676486204,0.468562874251497
ELC_BERT_small_baby_10M,mlm,Aran,mother,1038,8432,0.9491866400271574,0.20634463762549632,0.17246627616507745,0.40417457305502846
ELC_BERT_small_baby_10M,mlm,Becky,child,390,1564,0.9491866416208224,0.145819335344114,0.10618078189333897,0.6687979539641944
ELC_BERT_small_baby_10M,mlm,Becky,mother,605,3754,0.9491866460571301,0.1932758114410141,0.14669312972710927,0.5018646776771444
ELC_BERT_small_baby_10M,mlm,Carl,child,412,4041,0.9491866403568986,0.2323554198040377,0.2205396011372456,0.39915862410294484
ELC_BERT_small_baby_10M,mlm,Carl,mother,512,3838,0.9491866420307061,0.2110816211135328,0.17453542089874452,0.4747264200104221
ELC_BERT_small_baby_10M,mlm,Dominic,child,153,411,0.949186640516314,0.08705066219267199,0.0831075297243521,0.7883211678832117
ELC_BERT_small_baby_10M,mlm,Dominic,mother,540,4238,0.9491866408660953,0.18912615568204524,0.17999557046047754,0.4285040113260972
ELC_BERT_small_baby_10M,mlm,Gail,child,354,1013,0.9491866397731858,0.10078887947411602,0.07922644832863883,0.6258637709772952
ELC_BERT_small_baby_10M,mlm,Gail,mother,865,3795,0.9491866403892308,0.14209435933012818,0.10455297911816457,0.4901185770750988
ELC_BERT_small_baby_10M,mlm,Joel,child,390,1221,0.9491866468722676,0.11179831339844355,0.08499874482622752,0.597051597051597
ELC_BERT_small_baby_10M,mlm,Joel,mother,800,3583,0.9491866433614914,0.1395644716803392,0.10742915264005745,0.5467485347474184
ELC_BERT_small_baby_10M,mlm,John,child,354,1912,0.9491866419892154,0.17502742907007254,0.13904843795494892,0.4973849372384937
ELC_BERT_small_baby_10M,mlm,John,mother,732,3849,0.9491866446482157,0.16430802690624619,0.12476362513486532,0.43673681475707976
ELC_BERT_small_baby_10M,mlm,Liz,child,331,1459,0.949186641731399,0.16513870764302083,0.11773824039461991,0.6079506511309116
ELC_BERT_small_baby_10M,mlm,Liz,mother,611,3177,0.9491866476794764,0.16936251460027732,0.12617129970425933,0.5184135977337111
ELC_BERT_small_baby_10M,mlm,Nicole,child,261,770,0.9491866475517206,0.10605323929781361,0.08467157564911379,0.7285714285714285
ELC_BERT_small_baby_10M,mlm,Nicole,mother,804,4353,0.9491866451731155,0.17315451126663786,0.1265739423498138,0.5056283023202389
ELC_BERT_small_baby_10M,mlm,Ruth,child,223,806,0.9491866399334711,0.11439409224701255,0.10385528539202928,0.5397022332506204
ELC_BERT_small_baby_10M,mlm,Ruth,mother,692,4656,0.9491866448555084,0.20351964773815825,0.15453053346126167,0.501073883161512
ELC_BERT_small_baby_10M,mlm,Warren,child,433,2683,0.9491866426238114,0.1818264187831124,0.1522994765300178,0.5173313455087588
ELC_BERT_small_baby_10M,mlm,Warren,mother,838,6159,0.9491866425037521,0.19608237689124558,0.16269008762692175,0.4070465984737782
